Sequence,dose,duration_above_250,duration_above_1000,duration_above_10000
0300,114460.7,39600s (~11 hours),39600s (~11 hours),28800s (~8 hours)
0301,94427.15,39600s (~11 hours),39600s (~11 hours),21600s (~6 hours)
0302,123222.65,39600s (~11 hours),39600s (~11 hours),21600s (~6 hours)
0303,97944.4,39600s (~11 hours),39600s (~11 hours),21600s (~6 hours)
0304,116361.8,39600s (~11 hours),39600s (~11 hours),27000s (~7.5 hours)
0305,98322.6,39600s (~11 hours),39600s (~11 hours),18000s (~5 hours)
0306,122676.4,39600s (~11 hours),39600s (~11 hours),30600s (~8.5 hours)
0307,122897.9,39600s (~11 hours),39600s (~11 hours),27000s (~7.5 hours)
0308,107813,39600s (~11 hours),39600s (~11 hours),25200s (~7 hours)
0309,122320.34999999998,39600s (~11 hours),39600s (~11 hours),18000s (~5 hours)
0310,143490.8,39600s (~11 hours),39600s (~11 hours),30600s (~8.5 hours)
0311,132399.45,39600s (~11 hours),39600s (~11 hours),25200s (~7 hours)
0312,113673.3,39600s (~11 hours),39600s (~11 hours),21600s (~6 hours)
0313,155900.15,39600s (~11 hours),39600s (~11 hours),28800s (~8 hours)
0314,106782,39600s (~11 hours),39600s (~11 hours),19800s (~5.5 hours)
0315,107366.65,39600s (~11 hours),39600s (~11 hours),23400s (~6.5 hours)
0316,128495.4,39600s (~11 hours),39600s (~11 hours),23400s (~6.5 hours)
0317,115278.25,39600s (~11 hours),39600s (~11 hours),23400s (~6.5 hours)
0318,117127,39600s (~11 hours),39600s (~11 hours),23400s (~6.5 hours)
0319,106544.84999999998,39600s (~11 hours),39600s (~11 hours),23400s (~6.5 hours)
0320,124360.3,39600s (~11 hours),39600s (~11 hours),25200s (~7 hours)
0321,129940.9,39600s (~11 hours),39600s (~11 hours),27000s (~7.5 hours)
0322,117600,39600s (~11 hours),39600s (~11 hours),27000s (~7.5 hours)
0323,152033.3,39600s (~11 hours),39600s (~11 hours),25200s (~7 hours)
0324,120026.8,39600s (~11 hours),39600s (~11 hours),21600s (~6 hours)
0325,110420.55,39600s (~11 hours),39600s (~11 hours),25200s (~7 hours)
0326,138679.35,39600s (~11 hours),39600s (~11 hours),25200s (~7 hours)
0327,115896,39600s (~11 hours),39600s (~11 hours),21600s (~6 hours)
0328,146974.5,39600s (~11 hours),39600s (~11 hours),27000s (~7.5 hours)
0329,102686.65,39600s (~11 hours),39600s (~11 hours),19800s (~5.5 hours)
0330,135238.94999999998,39600s (~11 hours),39600s (~11 hours),25200s (~7 hours)
0331,119235.45,39600s (~11 hours),39600s (~11 hours),21600s (~6 hours)
0332,134971.75,39600s (~11 hours),39600s (~11 hours),32400s (~9 hours)
0333,134883.44999999998,39600s (~11 hours),39600s (~11 hours),23400s (~6.5 hours)
0334,133242.65,39600s (~11 hours),39600s (~11 hours),27000s (~7.5 hours)
0335,98087.65,39600s (~11 hours),39600s (~11 hours),23400s (~6.5 hours)
0336,114702,39600s (~11 hours),39600s (~11 hours),23400s (~6.5 hours)
0337,116286.95,39600s (~11 hours),39600s (~11 hours),23400s (~6.5 hours)
0338,135707.55,39600s (~11 hours),39600s (~11 hours),23400s (~6.5 hours)
0339,118157.59999999998,39600s (~11 hours),39600s (~11 hours),21600s (~6 hours)
0340,126268.55,39600s (~11 hours),39600s (~11 hours),19800s (~5.5 hours)
0341,139814,39600s (~11 hours),39600s (~11 hours),25200s (~7 hours)
