Sequence,dose,duration_above_250,duration_above_1000,duration_above_10000
00268,40999.1,27000,21600,3600
00269,36048.85,25200,18000,5400
00270,59269.9,21600,21600,7200
00271,37120.9,23400,19800,5400
00272,45253.7,25200,21600,5400
00273,47310.8,21600,19800,9000
00274,44324.85,32400,23400,5400
00275,54695.15,23400,21600,7200
00276,51865.15,21600,18000,10800
00277,58037.1,23400,19800,7200
00278,51456.75,28800,21600,9000
00279,30910.9,21600,16200,5400
00280,31465.350000000006,21600,18000,5400
00281,64553.9,28800,25200,9000
00282,61221.75,23400,21600,9000
00283,78388.25,25200,25200,10800
00284,47988.45,21600,19800,9000
00285,64600.29999999999,27000,25200,9000
00286,49104.95,21600,19800,7200
00287,63685.649999999994,18000,16200,9000
00288,58876.1,19800,19800,12600
00289,43315.3,23400,18000,5400
00290,57905.7,25200,19800,9000
00291,64454,27000,21600,10800
00292,36319.25,25200,19800,3600
00293,51573.5,27000,25200,5400
00294,53298.75,27000,23400,7200
00295,51499.4,21600,19800,9000
00296,49761.8,21600,16200,10800
00297,57519.6,19800,16200,9000
00298,48859.15,18000,16200,7200
00299,64195.6,30600,25200,9000
00300,69219.45,27000,23400,10800
00301,40689.15,21600,19800,7200
00302,37292.4,19800,16200,7200
00303,62495.29999999999,25200,19800,10800
00304,61009.7,27000,23400,7200
00305,38644.2,18000,16200,5400
00306,28949,28800,21600,3600
00307,43471.5,25200,19800,9000
00308,36393.25,19800,16200,3600
00309,56833.35,27000,21600,7200
00310,57408.1,30600,25200,7200
00311,46948.8,25200,16200,9000
00312,48970.8,27000,23400,7200
00313,40031.65,19800,16200,7200
00314,50552.9,23400,23400,7200
00315,48826.45,23400,19800,5400
00316,63400.15,25200,23400,12600
00317,33242.6,25200,19800,1800
00318,51024.45,25200,19800,10800
00319,64030.29999999999,19800,19800,10800
00320,53659.2,25200,23400,9000
00321,54243.9,27000,23400,9000
00322,52197.45,23400,18000,9000
00323,59851.29999999999,30600,23400,7200
00324,40202.55,21600,16200,7200
00325,48375.9,19800,18000,10800
00326,54242.35,27000,23400,7200
00327,63961,23400,18000,12600
00328,58128.75,21600,19800,7200
00329,43554.15,18000,16200,5400
00330,57481.85,23400,23400,10800
00331,84555.65,25200,23400,14400
00332,63512.2,21600,21600,10800
00333,48894.8,19800,16200,10800
00334,35722.3,21600,19800,3600
00335,48403.85,25200,19800,7200
00336,59898,27000,21600,7200
00337,35064.7,23400,18000,5400
00338,48951.95,21600,19800,9000
00339,46104.15,27000,19800,5400
00340,30019.399999999994,25200,16200,3600
00341,58683.1,23400,16200,9000
00342,41978.2,27000,23400,3600
00343,42371.1,21600,19800,5400
00344,33413.2,25200,16200,3600
00345,40004.25,27000,21600,3600
00346,37625.25,21600,16200,7200
00347,77024.4,28800,28800,12600
00348,49465.55,23400,19800,9000
00349,60365.75,19800,16200,9000
00350,35534.3,14400,12600,9000
00351,50268.9,23400,21600,7200
00352,44359.45,23400,19800,7200
00353,53591.35,27000,23400,7200
00354,45977.05,25200,19800,7200
00355,43557.45,21600,18000,7200
00356,48219.9,28800,23400,3600
00357,57714.54999999999,28800,25200,7200
00358,36412.9,25200,18000,5400
00359,43505.2,18000,16200,9000
00360,64796,27000,23400,9000
00361,64508.8,27000,21600,10800
00362,32534.9,25200,21600,3600
00363,59252.45,27000,23400,10800
00364,76721.25,28800,25200,10800
00365,41499.3,23400,18000,5400
00366,33980.65,19800,14400,5400
00367,51826.79999999999,25200,23400,7200
00368,52741.35,23400,23400,9000
00369,42477,23400,19800,5400
00370,68633.6,25200,23400,10800
00371,56331.7,21600,19800,7200
00372,50988.79999999999,23400,19800,9000
00373,43398.1,23400,19800,5400
00374,54058.9,23400,16200,9000
00375,51014.8,18000,14400,12600
00376,47503.75,23400,18000,9000
00377,43688.95,23400,21600,5400
00378,42551.15,23400,19800,5400
00379,49472.8,28800,25200,5400
00380,38736.55,21600,18000,5400
00381,44493.25,18000,16200,9000
00382,60662.2,23400,19800,10800
00383,71849.65,27000,25200,5400
00384,45047.35,21600,18000,9000
00385,63697.6,23400,21600,10800
00386,63509.75,23400,18000,12600
00387,33026.65,25200,16200,5400
00388,59322.5,25200,18000,10800
00389,53376.45,25200,23400,7200
00390,48112.45,19800,18000,10800
00391,40224.7,19800,16200,7200
00392,27347.2,19800,14400,3600
00393,62509.1,25200,19800,12600
00394,32914.35,25200,18000,5400
00395,52906.15,25200,23400,9000
00396,50243.1,23400,18000,9000
00397,58121.04999999999,19800,16200,10800
00398,34668.25,19800,14400,7200
00399,25828.75,21600,14400,3600
00400,54407.29999999999,21600,21600,7200
00401,40119.55,23400,18000,5400
00402,51395.25,27000,23400,7200
00403,61132.45,25200,19800,9000
00404,34045.65,25200,21600,1800
00405,51943.2,19800,19800,9000
00406,47750.35,21600,18000,9000
00407,40180.29999999999,18000,18000,5400
00408,51803.85,23400,16200,7200
00409,54346,21600,19800,9000
00410,57089.25,27000,19800,7200
00411,50440.75,23400,21600,7200
00412,58169.75,25200,21600,7200
00413,67969.3,32400,23400,10800
00414,73282.1,23400,23400,10800
00415,36589.9,27000,18000,3600
00416,46783.6,25200,16200,7200
00417,50389.15,27000,25200,5400
00418,53507.5,23400,18000,10800
00419,46815,27000,21600,5400
00420,61967.79999999999,19800,18000,10800
00421,43446.2,23400,18000,7200
00422,58024.2,27000,23400,7200
00423,52745.55,27000,18000,9000
