Sequence,dose,duration_above_250,duration_above_1000,duration_above_10000
0282,34720.9,23400s (~6.5 hours),19800s (~5.5 hours),3600s (~1 hours)
0283,25620.1,18000s (~5 hours),14400s (~4 hours),3600s (~1 hours)
0284,55557.6,28800s (~8 hours),25200s (~7 hours),9000s (~2.5 hours)
0285,38489.6,28800s (~8 hours),21600s (~6 hours),3600s (~1 hours)
0286,30004.350000000006,18000s (~5 hours),12600s (~3.5 hours),7200s (~2 hours)
0287,45966.05,25200s (~7 hours),21600s (~6 hours),5400s (~1.5 hours)
0288,23470.35,16200s (~4.5 hours),9000s (~2.5 hours),3600s (~1 hours)
0289,52042.7,23400s (~6.5 hours),19800s (~5.5 hours),10800s (~3 hours)
0290,53842.20000000001,25200s (~7 hours),21600s (~6 hours),10800s (~3 hours)
0291,43815.7,19800s (~5.5 hours),14400s (~4 hours),9000s (~2.5 hours)
0292,53287.4,21600s (~6 hours),18000s (~5 hours),9000s (~2.5 hours)
0293,49025.3,21600s (~6 hours),21600s (~6 hours),9000s (~2.5 hours)
0294,49815.79999999999,32400s (~9 hours),25200s (~7 hours),7200s (~2 hours)
0295,29578.05,21600s (~6 hours),12600s (~3.5 hours),3600s (~1 hours)
0296,36660.4,19800s (~5.5 hours),19800s (~5.5 hours),3600s (~1 hours)
0297,42948.3,19800s (~5.5 hours),18000s (~5 hours),7200s (~2 hours)
0298,59690.75,27000s (~7.5 hours),25200s (~7 hours),10800s (~3 hours)
0299,51348.5,18000s (~5 hours),16200s (~4.5 hours),9000s (~2.5 hours)
0300,43200.3,19800s (~5.5 hours),16200s (~4.5 hours),9000s (~2.5 hours)
0301,42399.45,21600s (~6 hours),18000s (~5 hours),7200s (~2 hours)
0302,43654.65,19800s (~5.5 hours),14400s (~4 hours),9000s (~2.5 hours)
0303,50822.1,23400s (~6.5 hours),21600s (~6 hours),3600s (~1 hours)
0304,58872.5,18000s (~5 hours),18000s (~5 hours),10800s (~3 hours)
0305,35071.1,19800s (~5.5 hours),12600s (~3.5 hours),7200s (~2 hours)
0306,79800.5,27000s (~7.5 hours),25200s (~7 hours),14400s (~4 hours)
0307,48666.35,25200s (~7 hours),21600s (~6 hours),9000s (~2.5 hours)
0308,34278.25,25200s (~7 hours),16200s (~4.5 hours),3600s (~1 hours)
0309,45558,23400s (~6.5 hours),19800s (~5.5 hours),9000s (~2.5 hours)
0310,38995.85,19800s (~5.5 hours),16200s (~4.5 hours),9000s (~2.5 hours)
0311,49243.1,18000s (~5 hours),16200s (~4.5 hours),9000s (~2.5 hours)
0312,42167.35,25200s (~7 hours),18000s (~5 hours),7200s (~2 hours)
0313,46157.7,21600s (~6 hours),18000s (~5 hours),9000s (~2.5 hours)
0314,57309.35,27000s (~7.5 hours),23400s (~6.5 hours),10800s (~3 hours)
0315,61500.9,28800s (~8 hours),25200s (~7 hours),14400s (~4 hours)
0316,25683.2,14400s (~4 hours),12600s (~3.5 hours),3600s (~1 hours)
0317,52580.4,30600s (~8.5 hours),25200s (~7 hours),7200s (~2 hours)
