metric,dose,dose,dose,dose,dose,duration_above_250,duration_above_250,duration_above_250,duration_above_250,duration_above_250,duration_above_1000,duration_above_1000,duration_above_1000,duration_above_1000,duration_above_1000,duration_above_10000,duration_above_10000,duration_above_10000,duration_above_10000,duration_above_10000
,min,p2.5,median,p97.5,max,min,p2.5,median,p97.5,max,min,p2.5,median,p97.5,max,min,p2.5,median,p97.5,max
model,,,,,,,,,,,,,,,,,,,,
Activity-block-matched rule,16511.7,30417.0,47143.1,71403.9,93491.3,14400.0,18000.0,23400.0,28800.0,34200.0,10800.0,14400.0,19800.0,25200.0,32400.0,0.0,3600.0,7200.0,10800.0,14400.0
Broad-context-matched rule,13613.0,30038.2,48300.6,73168.2,97255.2,14400.0,18000.0,23400.0,30600.0,37800.0,10800.0,14400.0,19800.0,25200.0,32400.0,0.0,3600.0,7200.0,12600.0,14400.0
Exact-slot-matched rule,22436.6,30613.2,44359.6,60594.3,72341.8,14400.0,18000.0,23400.0,27000.0,30600.0,12600.0,14400.0,18000.0,23400.0,30600.0,1800.0,3600.0,7200.0,10800.0,10800.0
Indoor-only-bound rule,912.0,6233.2,16535.7,29520.7,48748.0,1800.0,9000.0,16200.0,25200.0,34200.0,0.0,3600.0,10800.0,18000.0,28800.0,0.0,0.0,0.0,0.0,0.0
Outdoor-only-bound rule,58311.7,91500.9,119979.2,156044.8,214379.7,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,5400.0,16200.0,23400.0,32400.0,39600.0
Unrestricted-pooled rule,4986.0,21991.5,45559.3,77704.5,131080.0,5400.0,14400.0,23400.0,30600.0,39600.0,1800.0,10800.0,18000.0,27000.0,36000.0,0.0,1800.0,7200.0,14400.0,23400.0
